route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
129810,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Boxmeer <-> Venray,,3,,,
129811,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Cuijk <-> Venray,,3,,,
129813,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Venray <-> Vierlingsbeek,,3,,,
129814,IFF:ARRIVA,Stoptrein RS18,Heerlen <-> Maastricht ST32100,,2,,,
129815,IFF:ARRIVA,Stoptrein,Heerlen <-> Landgraaf ST35100,,2,,,
129817,IFF:ARRIVA,Stoptrein,Landgraaf <-> Kerkrade Centrum ST35500,,2,,,
130155,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Groningen <-> Zuidhorn,,3,,,
130156,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Maastricht <-> Maastricht Randwyck,,3,,,
130157,IFF:ARRIVA,Sneltrein RE18,Heerlen <-> Maastricht S32100,,2,,,
130421,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Delfzijl <-> Groningen,,3,,,
130422,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Delfzijl <-> Groningen,,3,,,
131735,IFF:ARRIVA,Taxibus ipv trein,Taxibus ipv trein Eemshaven <-> Roodeschool,,3,,,
131736,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Arnhem Centraal <-> Elst,,3,,,
131737,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Bad Nieuweschans <-> Groningen,,3,,,
131738,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Groningen <-> Roodeschool,,3,,,
131739,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Groningen <-> Veendam,,3,,,
131740,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Groningen <-> Winschoten,,3,,,
131741,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Bad Nieuweschans <-> Leer (Ostfriesl),,3,,,
131742,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Eemshaven <-> Groningen,,3,,,
131743,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Leer (Ostfriesl),,3,,,
131744,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Uithuizen,,3,,,
131745,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Winschoten,,3,,,
131746,IFF:ARRIVA,Stoptrein,Nijmegen <-> Venray ST35200,,2,,,
85013,IFF:BN,Intercity IC23,Zwolle <-> Enschede IC17900,,2,,,
85014,IFF:BN,Sneltrein RE20,Zwolle <-> Coevorden S13800,,2,,,
85015,IFF:BN,Sneltrein RE20,Zwolle <-> Emmen S3800,,2,,,
85016,IFF:BN,Sprinter RS23,Zwolle <-> Enschede SPR7900,,2,,,
85017,IFF:BN,Sprinter RS22,Zwolle <-> Kampen SPR8500,,2,,,
85018,IFF:BN,Stoptrein RS21,Almelo <-> Hardenberg ST31000,,2,,,
85019,IFF:BN,Stoptrein RS24,Zutphen <-> Oldenzaal ST31200,,2,,,
85020,IFF:BN,Stoptrein RS20,Zwolle <-> Emmen ST8000,,2,,,
118107,IFF:BRENG,Stoptrein RS32,Arnhem Centraal <-> Doetinchem ST30700,,2,,,
98655,IFF:DB,Stoptrein,Enschede <-> Dortmund Hbf ST20200,,2,,,
124379,IFF:EB,Sneltrein RE13,Venlo <-> Hamm (Westf.) S20000,,2,,,
124380,IFF:EB,Stoptrein RB61,Hengelo <-> Bielefeld Hbf ST20300,,2,,,
131747,IFF:EB,Stopbus ipv trein,Stopbus ipv trein Mönchengladbach Hbf <-> Venlo,,3,,,
131748,IFF:EB,Snelbus ipv trein,Snelbus ipv trein Mönchengladbach Hbf <-> Venlo,,3,,,
124382,IFF:EU_SLEEPER,European Sleeper,Brussel-Zuid <-> Praha hl.n. ES400,,2,,,
130423,IFF:NMBS,Stoptrein,stopt ook in Boom Puurs <-> Roosendaal,,2,,,
17562,IFF:NS,Intercity,Rotterdam Centraal <-> Utrecht Centraal IC2800,,2,,,
17627,IFF:NS,Sprinter,Utrecht Centraal <-> Baarn SPR5500,,2,,,
17641,IFF:NS,Sprinter,Utrecht Centraal <-> Zwolle SPR5600,,2,,,
17658,IFF:NS,Intercity,Zwolle <-> Roosendaal IC3600,,2,,,
17661,IFF:NS,Intercity,Amsterdam Centraal <-> Den Haag Centraal IC2100,,2,,,
17705,IFF:NS,Intercity,Den Haag Centraal <-> Enschede IC1700,,2,,,
17748,IFF:NS,Sprinter,Uitgeest <-> Rotterdam Centraal SPR4000,,2,,,
17792,IFF:NS,Intercity,Den Helder <-> Nijmegen IC3000,,2,,,
17803,IFF:NS,Sprinter,Amsterdam Centraal <-> Zandvoort aan Zee SPR5400,,2,,,
17828,IFF:NS,Sprinter,Haarlem <-> Den Haag Centraal SPR6300,,2,,,
37294,IFF:NS,Sprinter,Ede-Wageningen <-> Arnhem Centraal SPR7500,,2,,,
41202,IFF:NS,Intercity,Vlissingen <-> Amsterdam Centraal IC2200,,2,,,
41208,IFF:NS,Sprinter,Dordrecht <-> Roosendaal SPR5900,,2,,,
41216,IFF:NS,Sprinter,Apeldoorn <-> Almelo SPR7000,,2,,,
41226,IFF:NS,Sprinter,Amsterdam Centraal <-> Hoorn SPR4800,,2,,,
41236,IFF:NS,Sprinter,Wijchen <-> Zutphen SPR7600,,2,,,
41239,IFF:NS,Sprinter,Den Haag Centraal <-> Dordrecht SPR5100,,2,,,
43187,IFF:NS,Sprinter,Den Haag Centraal <-> Dordrecht SPR5000,,2,,,
44942,IFF:NS,Intercity,Amsterdam Centraal <-> Almere Centrum IC2600,,2,,,
44947,IFF:NS,Sprinter,Almere Centrum <-> Utrecht Centraal SPR4900,,2,,,
45194,IFF:NS,Sprinter,Den Haag Centraal <-> Gouda Goverwelle SPR6800,,2,,,
52986,IFF:NS,Intercity,Enkhuizen <-> Maastricht IC2900,,2,,,
52991,IFF:NS,Sprinter,Breukelen <-> Rhenen SPR7300,,2,,,
66765,IFF:NS,Intercity,Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal,,2,,,
67394,IFF:NS,Intercity,Den Haag Centraal <-> Eindhoven Centraal IC1100,,2,,,
67402,IFF:NS,Intercity,Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal,,2,,,
73941,IFF:NS,Sprinter,Eindhoven Centraal <-> Deurne SPR14400,,2,,,
79951,IFF:NS,Sprinter,Tilburg Universiteit <-> Weert SPR6400,,2,,,
83134,IFF:NS,Intercity,Enkhuizen <-> Heerlen IC3900,,2,,,
84150,IFF:NS,Sprinter,Leiden Centraal <-> Utrecht Centraal SPR8900,,2,,,
84247,IFF:NS,Intercity,Rotterdam Centraal <-> Arnhem Centraal IC3200,,2,,,
90300,IFF:NS,Intercity,Vlissingen <-> Amsterdam Centraal IC2300,,2,,,
90309,IFF:NS,Sprinter,Assen <-> Groningen SPR6200,,2,,,
90312,IFF:NS,Sprinter,Lelystad Centrum <-> Leeuwarden SPR9000,,2,,,
109575,IFF:NS,Intercity,Amsterdam Centraal <-> Amersfoort Centraal IC1500,,2,,,
114870,IFF:NS,Intercity,Enkhuizen <-> Amsterdam Centraal IC12900,,2,,,
114871,IFF:NS,Intercity,Rotterdam Centraal <-> Utrecht Centraal IC2000,,2,,,
114873,IFF:NS,Intercity,Alkmaar <-> Maastricht IC2700,,2,,,
114874,IFF:NS,Intercity,Den Haag Centraal <-> Nijmegen IC3100,,2,,,
114875,IFF:NS,Intercity,Alkmaar <-> Haarlem IC3400,,2,,,
114876,IFF:NS,Intercity,Dordrecht <-> Venlo IC3500,,2,,,
114877,IFF:NS,Intercity,Den Haag Centraal <-> Groningen IC500,,2,,,
114878,IFF:NS,Intercity,Den Haag Centraal <-> Leeuwarden IC600,,2,,,
114879,IFF:NS,Intercity,Schiphol Airport <-> Groningen IC700,,2,,,
114880,IFF:NS,Intercity,Schiphol Airport <-> Leeuwarden IC800,,2,,,
114897,IFF:NS,Sprinter,Uitgeest <-> Amsterdam Centraal SPR14800,,2,,,
114898,IFF:NS,Sprinter,Utrecht Centraal <-> Tiel SPR16700,,2,,,
114899,IFF:NS,Sprinter,Hoorn Kersenboogerd <-> Hoofddorp SPR4100,,2,,,
114900,IFF:NS,Sprinter,Den Haag Centraal <-> Lelystad Centrum SPR4300,,2,,,
114901,IFF:NS,Sprinter,Amsterdam Centraal <-> Almere Oostvaarders SPR4600,,2,,,
114902,IFF:NS,Sprinter,Den Haag Centraal <-> Dordrecht SPR5200,,2,,,
114903,IFF:NS,Sprinter,Leiden Centraal <-> Utrecht Centraal SPR5700,,2,,,
114904,IFF:NS,Sprinter,Amsterdam Centraal <-> Amersfoort Vathorst SPR5800,,2,,,
114906,IFF:NS,Sprinter,Zwolle <-> Groningen SPR6100,,2,,,
114907,IFF:NS,Sprinter,Vlissingen <-> Roosendaal SPR6500,,2,,,
114908,IFF:NS,Sprinter,Arnhem Centraal <-> Dordrecht SPR6600,,2,,,
114909,IFF:NS,Sprinter,Leiden Centraal <-> Tiel SPR6700,,2,,,
114910,IFF:NS,Sprinter,Den Haag Centraal <-> Tiel SPR6900,,2,,,
114911,IFF:NS,Sprinter,Uitgeest <-> Driebergen-Zeist SPR7400,,2,,,
114912,IFF:NS,Sprinter,Amsterdam Centraal <-> Hoofddorp SPR8100,,2,,,
114913,IFF:NS,Sprinter,Amsterdam Centraal <-> Hoofddorp SPR8200,,2,,,
114914,IFF:NS,Sprinter,Amsterdam Centraal <-> Hoofddorp SPR8300,,2,,,
114915,IFF:NS,Sprinter,Amsterdam Centraal <-> Hoofddorp SPR8400,,2,,,
120390,IFF:NS,Intercity,Enkhuizen <-> Amsterdam Centraal IC3700,,2,,,
124450,IFF:NS,Intercity direct,Rotterdam Centraal <-> Amsterdam Zuid ICD11800,,2,,,
124451,IFF:NS,Intercity direct,Rotterdam Centraal <-> Amsterdam Zuid ICD12400,,2,,,
124452,IFF:NS,Intercity direct,Breda <-> Amersfoort Schothorst ICD1800,,2,,,
124453,IFF:NS,Intercity direct,Rotterdam Centraal <-> Lelystad Centrum ICD2400,,2,,,
124473,IFF:NS,Sprinter,'s-Hertogenbosch <-> Deurne SPR4400,,2,,,
124474,IFF:NS,Sprinter,Den Haag Centraal <-> 's-Hertogenbosch SPR6000,,2,,,
124475,IFF:NS,Sprinter,Leiden Centraal <-> 's-Hertogenbosch SPR8800,,2,,,
124677,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Arnhem Centraal <-> Nijmegen,,3,,,
125904,IFF:NS,Sprinter,Amersfoort Centraal <-> Harderwijk SPR5300,,2,,,
128466,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Alkmaar <-> Den Helder,,3,,,
128476,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Delft <-> Den Haag HS,,3,,,
128477,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Delft <-> Rotterdam Centraal,,3,,,
128482,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Groningen Europapark,,3,,,
128487,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Leiden Centraal <-> Schiphol Airport,,3,,,
128492,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Amersfoort Centraal <-> Hilversum,,3,,,
128493,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Amersfoort Centraal <-> Weesp,,3,,,
128495,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Alkmaar <-> Amsterdam Centraal,,3,,,
128496,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Alkmaar <-> Amsterdam Sloterdijk,,3,,,
128521,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Haarlem <-> Uitgeest,,3,,,
128526,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Lelystad Centrum <-> Weesp,,3,,,
128533,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Groningen Europapark,,3,,,
129459,IFF:NS,Intercity,Nachtnettrein Utrecht Centraal <-> Nijmegen,,2,,,
129696,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Assen <-> Groningen Europapark,,3,,,
129697,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Groningen <-> Groningen Europapark,,3,,,
129699,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Assen <-> Groningen Europapark,,3,,,
129700,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Assen <-> Groningen Europapark,,3,,,
129702,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Haren <-> Haren Transferium,,3,,,
129822,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Arnhem Centraal <-> Ede-Wageningen,,3,,,
129823,IFF:NS,Snelbus ipv trein,Snelbus ipv trein 's-Hertogenbosch <-> Boxtel,,3,,,
129824,IFF:NS,Snelbus ipv trein,Snelbus ipv trein 's-Hertogenbosch <-> Eindhoven Centraal,,3,,,
129825,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Goes <-> Roosendaal,,3,,,
129826,IFF:NS,Snelbus ipv trein,Snelbus ipv trein 's-Hertogenbosch <-> Tilburg,,3,,,
129827,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Alphen a/d Rijn <-> Leiden Centraal,,3,,,
129828,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Bodegraven <-> Leiden Centraal,,3,,,
129829,IFF:NS,Stopbus ipv trein,Stopbus ipv trein 's-Hertogenbosch <-> Boxtel,,3,,,
129830,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Goes <-> Roosendaal,,3,,,
129831,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Haarlem <-> Leiden Centraal,,3,,,
129832,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Haarlem <-> Zandvoort aan Zee,,3,,,
129833,IFF:NS,Stopbus ipv trein,Stopbus ipv trein 's-Hertogenbosch <-> Tilburg,,3,,,
129834,IFF:NS,Taxibus ipv trein,Taxibus ipv trein Goes <-> Kapelle-Biezelinge,,3,,,
129835,IFF:NS,Snelbus ipv trein,Snelbus ipv trein 's-Hertogenbosch <-> Boxtel,,3,,,
129838,IFF:NS,Intercity,Heerlen <-> Rotterdam Centraal,,2,,,
129839,IFF:NS,Stopbus ipv trein,Stopbus ipv trein 's-Hertogenbosch <-> Boxtel,,3,,,
130158,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Arnhem Centraal <-> Utrecht Centraal,,3,,,
130159,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Amersfoort Centraal <-> Utrecht Centraal,,3,,,
130160,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Amsterdam Centraal <-> Utrecht Centraal,,3,,,
130161,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Elst <-> Nijmegen,,3,,,
130163,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Den Haag Centraal <-> Utrecht Centraal,,3,,,
130164,IFF:NS,Snelbus ipv trein,Snelbus ipv trein 's-Hertogenbosch <-> Nijmegen,,3,,,
130165,IFF:NS,Snelbus ipv trein,Snelbus ipv trein 's-Hertogenbosch <-> Utrecht Centraal,,3,,,
130166,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Nijmegen <-> Oss,,3,,,
130167,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Rotterdam Centraal <-> Utrecht Centraal,,3,,,
130168,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Almere Centrum <-> Utrecht Centraal,,3,,,
130169,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Alphen a/d Rijn <-> Gouda,,3,,,
130170,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Breukelen <-> Gouda,,3,,,
130171,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Breukelen <-> Utrecht Centraal,,3,,,
130172,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Elst <-> Nijmegen,,3,,,
130173,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Den Haag Centraal <-> Gouda,,3,,,
130174,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Hoofddorp <-> Leiden Centraal,,3,,,
130175,IFF:NS,Stopbus ipv trein,Stopbus ipv trein 's-Hertogenbosch <-> Oss,,3,,,
130176,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Leiden Centraal <-> Schiphol Airport,,3,,,
130177,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Nijmegen <-> Oss,,3,,,
130178,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Schiphol Airport <-> Weesp,,3,,,
130179,IFF:NS,Intercity,Rotterdam Centraal <-> Schiphol Airport,,2,,,
130181,IFF:NS,Sprinter,Assen <-> Beilen,,2,,,
130424,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Den Haag HS <-> Leiden Centraal,,3,,,
130425,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Amsterdam Centraal <-> Uitgeest,,3,,,
130426,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Amsterdam Sloterdijk <-> Hoofddorp,,3,,,
130427,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Amsterdam Sloterdijk <-> Uitgeest,,3,,,
130428,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Den Haag HS <-> Leiden Centraal,,3,,,
130429,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Den Haag Centraal <-> Leiden Centraal,,3,,,
130430,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Hoofddorp <-> Schiphol Airport,,3,,,
130431,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Uitgeest <-> Zaandam,,3,,,
130432,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Wormerveer <-> Zaandam,,3,,,
130433,IFF:NS,Taxibus ipv trein,Taxibus ipv trein Leiden Centraal <-> Voorschoten,,3,,,
130436,IFF:NS,Intercity,Eindhoven Centraal <-> Venlo,,2,,,
130438,IFF:NS,Sprinter,Haarlem <-> Leiden Centraal,,2,,,
130439,IFF:NS,Sprinter,Haarlem <-> Zandvoort aan Zee,,2,,,
130440,IFF:NS,Sprinter,Spoorwegmuseum Utrecht Centraal <-> Utrecht Maliebaan,,2,,,
131749,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Almere Centrum <-> Weesp,,3,,,
131750,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Alkmaar <-> Heerhugowaard,,3,,,
131751,IFF:NS,Snelbus ipv trein,Snelbus ipv trein Amsterdam Centraal <-> Amsterdam Zuid,,3,,,
131752,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Almere Centrum <-> Almere Poort,,3,,,
131753,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Almere Centrum <-> Weesp,,3,,,
131754,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Almere Poort <-> Weesp,,3,,,
131755,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Alkmaar <-> Den Helder,,3,,,
131756,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Amsterdam RAI <-> Diemen Zuid,,3,,,
131757,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Diemen Zuid <-> Schiphol Airport,,3,,,
131758,IFF:NS,Stopbus ipv trein,Stopbus ipv trein Amsterdam RAI <-> Weesp,,3,,,
131759,IFF:NS,Intercity,Intercity Amsterdam Centraal <-> Haarlem,,2,,,
131760,IFF:NS,Metro ipv trein,Diemen Zuid <-> Amsterdam Van der Madeweg MTS27300,,1,,,
131761,IFF:NS,Metro ipv trein,Duivendrecht <-> Amsterdam RAI MTS26200,,1,,,
131762,IFF:NS,Sprinter,Amsterdam Centraal <-> Hoofddorp SPR18100,,2,,,
131763,IFF:NS,Sprinter,Amsterdam Centraal <-> Hoofddorp SPR18300,,2,,,
131764,IFF:NS,Sprinter,Amsterdam Zuid <-> Diemen Zuid,,2,,,
124383,IFF:NS_INT,EuroCity,Brussel-Zuid <-> Rotterdam Centraal ECC9200,,2,,,
124384,IFF:NS_INT,Eurocity Direct,Brussel-Zuid <-> Lelystad Centrum ECD9500,,2,,,
124385,IFF:NS_INT,Eurostar,Amsterdam Centraal <-> London St. Pancras Int. EST9100,,2,,,
124386,IFF:NS_INT,Eurostar,Paris-Nord <-> Amsterdam Centraal EST9300,,2,,,
124387,IFF:NS_INT,Eurostar,Marne-la-Vallée-Chessy <-> Amsterdam Centraal EST9900,,2,,,
124389,IFF:NS_INT,Intercity,Amsterdam Centraal <-> Hannover Hbf IC240,,2,,,
124394,IFF:NS_INT,Nightjet,Amsterdam Centraal <-> Zürich HB NJ400,,2,,,
124395,IFF:NS_INT,Nightjet,Hamm (Westf.) <-> Wien Hbf NJ40400,,2,,,
129470,IFF:NS_INT,Eurocity Direct,Rotterdam Centraal <-> Lelystad Centrum ECD19500,,2,,,
130441,IFF:NS_INT,ICE International,Int. reserveren verplicht Frankfurt (M) Hbf <-> Amsterdam Centraal,,2,,,
130442,IFF:NS_INT,ICE International,Int. reserveren verplicht Amsterdam Centraal <-> München Hbf,,2,,,
131765,IFF:NS_INT,Intercity,Amsterdam Centraal <-> Berlin Ostbahnhof IC140,,2,,,
131766,IFF:NS_INT,ICE International,Amsterdam Centraal <-> Frankfurt (M) Hbf ICE100,,2,,,
131767,IFF:NS_INT,Nightjet,Köln Hbf <-> Zürich HB NJ90400,,2,,,
41221,IFF:RNET,Sprinter,Alphen a/d Rijn <-> Gouda SPR8600,,2,,,
51587,IFF:RNET,Sprinter,Alphen a/d Rijn <-> Gouda SPR8700,,2,,,
61913,IFF:RNET,Stoptrein,Dordrecht <-> Gorinchem ST7100,,2,,,
61918,IFF:RNET,Stoptrein,Dordrecht <-> Geldermalsen ST7200,,2,,,
67428,IFF:RNET,Bus,Bus Dordrecht <-> Dordrecht Stadspolders,,3,,,
124477,IFF:RNET,Stopbus ipv trein,Stopbus ipv trein Boven-Hardinxveld <-> Sliedrecht,,3,,,
124478,IFF:RNET,Stopbus ipv trein,Stopbus ipv trein Dordrecht <-> Geldermalsen,,3,,,
124479,IFF:RNET,Stopbus ipv trein,Stopbus ipv trein Dordrecht <-> Gorinchem,,3,,,
124480,IFF:RNET,Stopbus ipv trein,Stopbus ipv trein Geldermalsen <-> Gorinchem,,3,,,
93582,IFF:RRREIS,Sprinter RS34,Amersfoort Centraal <-> Ede-Wageningen SPR31300,,2,,,
121035,IFF:RRREIS,Sprinter RS34,Amersfoort Centraal <-> Barneveld Zuid SPR31400,,2,,,
130185,IFF:RRREIS,Stopbus ipv trein,Stopbus ipv trein Amersfoort Centraal <-> Ede-Wageningen,,3,,,
128570,IFF:TCS_OV,Sneltrein RE13,Venlo <-> Wuppertal Hbf S21600,,2,,,
124481,IFF:VIAS,Stoptrein RE19,Arnhem Centraal <-> Düsseldorf Hbf ST20000,,2,,,
127755,MEERPLUS,68,Assendelft Station - Noorderveenweg,,3,004899,ffffff,
127756,MEERPLUS,102,Ringlijn Purmerend,,3,004899,ffffff,
127757,MEERPLUS,101,Ringlijn Purmerend,,3,004899,ffffff,
127758,MEERPLUS,100,Amsterdam Noord via Purmerend - Edam,,3,004899,ffffff,
127759,MEERPLUS,110,Amsterdam Noord via Edam - Purmerend,,3,004899,ffffff,
127760,MEERPLUS,103,Monnickendam via Purmerend - Amsterdam Sloterdijk,,3,004899,ffffff,
127761,MEERPLUS,119,Amsterdam Noord - Landsmeer,,3,004899,ffffff,
127762,MEERPLUS,104,Amsterdam Noord - Purmerend De Purmer,,3,004899,ffffff,
127763,MEERPLUS,112,Amsterdam Noord via Volendam - Edam,,3,004899,ffffff,
127764,MEERPLUS,306,Amsterdam Noord - Purmerend Overwhere,,3,e1251b,ffffff,
127765,MEERPLUS,307,Amsterdam Noord - Purmerend De Purmer,,3,e1251b,ffffff,
127766,MEERPLUS,315,Amsterdam Noord - Monnickendam,,3,e1251b,ffffff,
127767,MEERPLUS,308,Amsterdam Noord - Purmerend Weidevenne,,3,e1251b,ffffff,
127768,MEERPLUS,370,Amsterdam Zuidoost - Purmerend Centrum,,3,e1251b,ffffff,
127769,MEERPLUS,67,Zaandam via Wormerveer - Purmerend,,3,004899,ffffff,
127770,MEERPLUS,394,Amsterdam Noorderpark - Zaandam,,3,e1251b,ffffff,
127771,MEERPLUS,395,Amsterdam Sloterdijk - Zaandam ZMC,,3,e1251b,ffffff,
127772,MEERPLUS,65,Beverwijk - Zaandam De Vlinder,,3,004899,ffffff,
127773,MEERPLUS,64,Zaandijk - Zaandam Kogerveld,,3,004899,ffffff,
127774,MEERPLUS,111,Zaandam via Amsterdam Noord - Marken,,3,004899,ffffff,
127775,MEERPLUS,63,Zaandam Station - Assendelft,,3,004899,ffffff,
127776,MEERPLUS,305,Amsterdam Noord via Purmerend - De Rijp,,3,e1251b,ffffff,
127777,MEERPLUS,314,Amsterdam Noord via Edam - Hoorn,,3,e1251b,ffffff,
127778,MEERPLUS,316,Amsterdam Noord via Volendam - Edam,,3,e1251b,ffffff,
127779,MEERPLUS,391,Amsterdam Centraal - Zaanse Schans,,3,e1251b,ffffff,
127780,MEERPLUS,69,Zaandam via Wormerveer - Krommenie,,3,004899,ffffff,
127781,MEERPLUS,800,Amsterdam via Zaanse Schans - Volendam,,3,f39200,ffffff,
127782,MEERPLUS,801,Zaanse Schans - Amsterdam Centraal,,3,f39200,ffffff,
127783,MEERPLUS,413,Purmerend via Oosthuizen - Beets,,3,004899,ffffff,
127784,MEERPLUS,414,Krommeniedijk via Wormerveer - Oostknollendam,,3,004899,ffffff,
127785,MEERPLUS,416,Purmerend via Middenbeemster - De Rijp,,3,004899,ffffff,
127786,MEERPLUS,419,Ilpendam via Monnickendam - Broek in Waterland,,3,004899,ffffff,
127787,MEERPLUS,456,Assendelft - Zaandam,,3,004899,ffffff,
127788,MEERPLUS,N14,Amsterdam Centraal via Edam - Hoorn,,3,68257a,ffffff,
127789,MEERPLUS,N06,Amsterdam Centraal - Purmerend Overwhere,,3,68257a,ffffff,
127790,MEERPLUS,N07,Amsterdam Centraal - Purmerend De Purmer,,3,68257a,ffffff,
127791,MEERPLUS,N11,Amsterdam Centraal - Marken,,3,68257a,ffffff,
127792,MEERPLUS,610,Marken - Volendam,,3,004899,ffffff,
127793,MEERPLUS,614,Edam - Hoorn,,3,004899,ffffff,
127794,MEERPLUS,272,Amsterdam Slotervaart via Sloterdijk - Purmerend,,3,004899,ffffff,
127795,MEERPLUS,276,Amsterdam Zuidoost - Purmerend Overwhere,,3,004899,ffffff,
127796,MEERPLUS,N94,Amsterdam Centraal via Zaandam - Krommenie,,3,68257a,ffffff,
127797,MEERPLUS,N19,Amsterdam Centraal via Oostzaan - Zaandam,,3,68257a,ffffff,
130446,MEERPLUS,305,Amsterdam Centraal via Purmerend - De Rijp,,3,e1251b,ffffff,
130447,MEERPLUS,314,Amsterdam Centraal via Edam - Hoorn,,3,e1251b,ffffff,
130448,MEERPLUS,316,Amsterdam Centraal via Volendam - Edam,,3,e1251b,ffffff,
130228,NL:MOJO:Operator:MOJO,MOJO,MOJO,,3,,,
128615,OPENOV:Operator:MOJO,MOJO,MOJO,,3,,,
106036,QBUZZ,2,Zwijndrecht - Dordrecht CS - Dubbeldam,,3,50af46,ffffff,
106037,QBUZZ,3,Oudelandshoek - Dordrecht CS - Crabbehof,,3,50af46,ffffff,
106038,QBUZZ,4,Staart/Papendrecht - Dordrecht CS - Amstelwijck,,3,50af46,ffffff,
106039,QBUZZ,5,Sterrenburg - Dordrecht CS - Stadspolders,,3,50af46,ffffff,
106040,QBUZZ,7,Sterrenburg - Dordrecht CS - Dordtse Kil,,3,50af46,ffffff,
106041,QBUZZ,10,Dordrecht CS - Binnenstad,,3,50af46,ffffff,
106042,QBUZZ,1,Station Gorinchem - Gildenwijk/Haarwijk,,3,50af46,ffffff,
